Timestamp,ModelID,InputTokens,OutputTokens,RequestID
2026-06-01 00:20:14,llama-3-70b,1619,322,req_1214
2026-06-01 00:20:15,mistral-large,727,27,req_1215
2026-06-01 00:20:16,gpt-4o,1523,562,req_1216
2026-06-01 00:20:17,mistral-large,1026,828,req_1217
2026-06-01 00:20:18,mistral-large,1527,651,req_1218
2026-06-01 00:20:19,mistral-large,1347,122,req_1219
2026-06-01 00:20:20,llama-3-70b,615,989,req_1220
2026-06-01 00:20:21,mistral-large,384,705,req_1221
2026-06-01 00:20:22,llama-3-70b,648,647,req_1222
2026-06-01 00:20:23,llama-3-70b,1970,1023,req_1223
2026-06-01 00:20:24,llama-3-70b,1058,938,req_1224
2026-06-01 00:20:25,gpt-4o,1367,216,req_1225
2026-06-01 00:20:26,llama-3-70b,1388,422,req_1226
2026-06-01 00:20:27,llama-3-70b,125,117,req_1227
2026-06-01 00:20:28,gpt-4o,57,48,req_1228
2026-06-01 00:20:29,llama-3-70b,1771,132,req_1229
2026-06-01 00:20:30,mistral-large,1811,880,req_1230
2026-06-01 00:20:31,mistral-large,108,162,req_1231
2026-06-01 00:20:32,llama-3-70b,1492,789,req_1232
2026-06-01 00:20:33,gpt-4o,1556,831,req_1233
2026-06-01 00:20:34,mistral-large,1630,398,req_1234
2026-06-01 00:20:35,gpt-4o,414,871,req_1235
2026-06-01 00:20:36,gpt-4o,1247,856,req_1236
2026-06-01 00:20:37,mistral-large,694,516,req_1237
2026-06-01 00:20:38,gpt-4o,912,918,req_1238
2026-06-01 00:20:39,mistral-large,512,49,req_1239
2026-06-01 00:20:40,gpt-4o,1754,112,req_1240
2026-06-01 00:20:41,mistral-large,1481,223,req_1241
2026-06-01 00:20:42,llama-3-70b,903,447,req_1242
2026-06-01 00:20:43,mistral-large,1609,834,req_1243
2026-06-01 00:20:44,mistral-large,267,319,req_1244
2026-06-01 00:20:45,mistral-large,853,181,req_1245
2026-06-01 00:20:46,mistral-large,130,232,req_1246
2026-06-01 00:20:47,gpt-4o,819,707,req_1247
2026-06-01 00:20:48,llama-3-70b,987,987,req_1248
2026-06-01 00:20:49,mistral-large,63,676,req_1249
2026-06-01 00:20:50,gpt-4o,1028,910,req_1250
2026-06-01 00:20:51,llama-3-70b,1364,271,req_1251
2026-06-01 00:20:52,llama-3-70b,793,874,req_1252
2026-06-01 00:20:53,llama-3-70b,250,842,req_1253
2026-06-01 00:20:54,llama-3-70b,1788,383,req_1254
2026-06-01 00:20:55,mistral-large,1563,493,req_1255
2026-06-01 00:20:56,mistral-large,492,706,req_1256
2026-06-01 00:20:57,gpt-4o,1022,691,req_1257
2026-06-01 00:20:58,gpt-4o,196,294,req_1258
2026-06-01 00:20:59,gpt-4o,1891,1000,req_1259
2026-06-01 00:21:00,llama-3-70b,665,361,req_1260
2026-06-01 00:21:01,llama-3-70b,271,661,req_1261
2026-06-01 00:21:02,mistral-large,962,748,req_1262
2026-06-01 00:21:03,llama-3-70b,1397,876,req_1263
2026-06-01 00:21:04,llama-3-70b,500,954,req_1264
2026-06-01 00:21:05,llama-3-70b,440,208,req_1265
2026-06-01 00:21:06,gpt-4o,248,217,req_1266
2026-06-01 00:21:07,gpt-4o,313,556,req_1267
2026-06-01 00:21:08,mistral-large,307,791,req_1268
2026-06-01 00:21:09,llama-3-70b,85,327,req_1269
2026-06-01 00:21:10,llama-3-70b,1733,598,req_1270
2026-06-01 00:21:11,mistral-large,1366,185,req_1271
2026-06-01 00:21:12,llama-3-70b,1933,503,req_1272
2026-06-01 00:21:13,llama-3-70b,1008,324,req_1273
2026-06-01 00:21:14,gpt-4o,1791,87,req_1274
2026-06-01 00:21:15,mistral-large,651,307,req_1275
2026-06-01 00:21:16,mistral-large,1507,266,req_1276
2026-06-01 00:21:17,mistral-large,836,788,req_1277
2026-06-01 00:21:18,mistral-large,1956,204,req_1278
2026-06-01 00:21:19,gpt-4o,292,244,req_1279
2026-06-01 00:21:20,gpt-4o,600,918,req_1280
2026-06-01 00:21:21,llama-3-70b,81,696,req_1281
2026-06-01 00:21:22,llama-3-70b,1296,948,req_1282
2026-06-01 00:21:23,llama-3-70b,712,687,req_1283
2026-06-01 00:21:24,llama-3-70b,1912,299,req_1284
2026-06-01 00:21:25,gpt-4o,1920,516,req_1285
2026-06-01 00:21:26,mistral-large,1975,693,req_1286
2026-06-01 00:21:27,gpt-4o,584,885,req_1287
2026-06-01 00:21:28,llama-3-70b,1009,400,req_1288
2026-06-01 00:21:29,gpt-4o,901,753,req_1289
2026-06-01 00:21:30,mistral-large,21,142,req_1290
2026-06-01 00:21:31,mistral-large,150,843,req_1291
2026-06-01 00:21:32,gpt-4o,1799,882,req_1292
2026-06-01 00:21:33,gpt-4o,1588,827,req_1293
2026-06-01 00:21:34,gpt-4o,26,133,req_1294
2026-06-01 00:21:35,llama-3-70b,1096,53,req_1295
2026-06-01 00:21:36,gpt-4o,262,680,req_1296
2026-06-01 00:21:37,gpt-4o,474,793,req_1297
2026-06-01 00:21:38,gpt-4o,385,297,req_1298
2026-06-01 00:21:39,mistral-large,1837,632,req_1299
2026-06-01 00:21:40,mistral-large,990,540,req_1300
2026-06-01 00:21:41,llama-3-70b,529,315,req_1301
2026-06-01 00:21:42,llama-3-70b,1870,541,req_1302
2026-06-01 00:21:43,mistral-large,99,907,req_1303
2026-06-01 00:21:44,mistral-large,729,643,req_1304
2026-06-01 00:21:45,mistral-large,813,238,req_1305
2026-06-01 00:21:46,gpt-4o,805,213,req_1306
2026-06-01 00:21:47,gpt-4o,639,609,req_1307
2026-06-01 00:21:48,mistral-large,1894,98,req_1308
2026-06-01 00:21:49,gpt-4o,1208,331,req_1309
2026-06-01 00:21:50,gpt-4o,85,229,req_1310
2026-06-01 00:21:51,llama-3-70b,1646,971,req_1311
2026-06-01 00:21:52,mistral-large,935,894,req_1312
2026-06-01 00:21:53,mistral-large,1696,796,req_1313
2026-06-01 00:21:54,gpt-4o,409,15,req_1314
2026-06-01 00:21:55,mistral-large,1815,333,req_1315
2026-06-01 00:21:56,llama-3-70b,979,16,req_1316
2026-06-01 00:21:57,llama-3-70b,1104,39,req_1317
2026-06-01 00:21:58,llama-3-70b,2038,451,req_1318
2026-06-01 00:21:59,mistral-large,1213,456,req_1319
2026-06-01 00:22:00,mistral-large,1157,744,req_1320
2026-06-01 00:22:01,mistral-large,1414,224,req_1321
2026-06-01 00:22:02,mistral-large,1326,445,req_1322
2026-06-01 00:22:03,mistral-large,806,657,req_1323
2026-06-01 00:22:04,llama-3-70b,204,539,req_1324
2026-06-01 00:22:05,gpt-4o,1944,599,req_1325
2026-06-01 00:22:06,llama-3-70b,237,1006,req_1326
2026-06-01 00:22:07,mistral-large,1464,233,req_1327
2026-06-01 00:22:08,llama-3-70b,1975,939,req_1328
2026-06-01 00:22:09,mistral-large,1469,348,req_1329
2026-06-01 00:22:10,mistral-large,1820,84,req_1330
2026-06-01 00:22:11,llama-3-70b,470,357,req_1331
2026-06-01 00:22:12,mistral-large,627,400,req_1332
2026-06-01 00:22:13,gpt-4o,1054,294,req_1333
2026-06-01 00:22:14,mistral-large,73,459,req_1334
2026-06-01 00:22:15,gpt-4o,174,847,req_1335
2026-06-01 00:22:16,gpt-4o,36,675,req_1336
2026-06-01 00:22:17,mistral-large,1344,993,req_1337
2026-06-01 00:22:18,llama-3-70b,1021,132,req_1338
2026-06-01 00:22:19,gpt-4o,294,706,req_1339
2026-06-01 00:22:20,llama-3-70b,1693,913,req_1340
2026-06-01 00:22:21,gpt-4o,290,547,req_1341
2026-06-01 00:22:22,mistral-large,847,902,req_1342
2026-06-01 00:22:23,mistral-large,840,363,req_1343
2026-06-01 00:22:24,gpt-4o,1197,531,req_1344
2026-06-01 00:22:25,mistral-large,1931,317,req_1345
2026-06-01 00:22:26,gpt-4o,927,79,req_1346
2026-06-01 00:22:27,mistral-large,233,550,req_1347
2026-06-01 00:22:28,llama-3-70b,793,875,req_1348
2026-06-01 00:22:29,mistral-large,1179,200,req_1349
2026-06-01 00:22:30,llama-3-70b,974,847,req_1350
2026-06-01 00:22:31,mistral-large,959,33,req_1351
2026-06-01 00:22:32,llama-3-70b,1901,710,req_1352
2026-06-01 00:22:33,mistral-large,1063,20,req_1353
2026-06-01 00:22:34,llama-3-70b,54,427,req_1354
2026-06-01 00:22:35,gpt-4o,1820,593,req_1355
2026-06-01 00:22:36,gpt-4o,480,809,req_1356
2026-06-01 00:22:37,llama-3-70b,43,597,req_1357
2026-06-01 00:22:38,mistral-large,662,409,req_1358
2026-06-01 00:22:39,llama-3-70b,1460,944,req_1359
2026-06-01 00:22:40,mistral-large,839,640,req_1360
2026-06-01 00:22:41,gpt-4o,1919,535,req_1361
2026-06-01 00:22:42,mistral-large,230,971,req_1362
2026-06-01 00:22:43,gpt-4o,1901,618,req_1363
2026-06-01 00:22:44,mistral-large,543,908,req_1364
2026-06-01 00:22:45,mistral-large,701,81,req_1365
2026-06-01 00:22:46,mistral-large,1981,233,req_1366
2026-06-01 00:22:47,llama-3-70b,1400,966,req_1367
2026-06-01 00:22:48,llama-3-70b,941,301,req_1368
2026-06-01 00:22:49,gpt-4o,850,514,req_1369
2026-06-01 00:22:50,gpt-4o,1776,719,req_1370
2026-06-01 00:22:51,llama-3-70b,1020,988,req_1371
2026-06-01 00:22:52,gpt-4o,1948,970,req_1372
2026-06-01 00:22:53,llama-3-70b,1583,577,req_1373
2026-06-01 00:22:54,mistral-large,591,542,req_1374
2026-06-01 00:22:55,gpt-4o,1149,587,req_1375
2026-06-01 00:22:56,gpt-4o,248,1021,req_1376
2026-06-01 00:22:57,llama-3-70b,1368,619,req_1377
2026-06-01 00:22:58,gpt-4o,450,983,req_1378
2026-06-01 00:22:59,gpt-4o,157,330,req_1379
2026-06-01 00:23:00,mistral-large,1042,367,req_1380
2026-06-01 00:23:01,gpt-4o,1321,673,req_1381
2026-06-01 00:23:02,mistral-large,397,879,req_1382
2026-06-01 00:23:03,llama-3-70b,1083,363,req_1383
2026-06-01 00:23:04,gpt-4o,1883,710,req_1384
2026-06-01 00:23:05,mistral-large,1550,791,req_1385
2026-06-01 00:23:06,llama-3-70b,925,328,req_1386
2026-06-01 00:23:07,gpt-4o,1888,702,req_1387
2026-06-01 00:23:08,llama-3-70b,647,330,req_1388
2026-06-01 00:23:09,gpt-4o,1620,629,req_1389
2026-06-01 00:23:10,llama-3-70b,1710,829,req_1390
2026-06-01 00:23:11,llama-3-70b,287,169,req_1391
2026-06-01 00:23:12,mistral-large,1987,577,req_1392
2026-06-01 00:23:13,llama-3-70b,1869,608,req_1393
2026-06-01 00:23:14,gpt-4o,998,802,req_1394
2026-06-01 00:23:15,gpt-4o,1333,459,req_1395
2026-06-01 00:23:16,mistral-large,1835,973,req_1396
2026-06-01 00:23:17,gpt-4o,598,157,req_1397
2026-06-01 00:23:18,gpt-4o,1843,741,req_1398
2026-06-01 00:23:19,gpt-4o,658,131,req_1399
2026-06-01 00:23:20,llama-3-70b,627,197,req_1400
2026-06-01 00:23:21,llama-3-70b,1640,631,req_1401
2026-06-01 00:23:22,gpt-4o,144,778,req_1402
2026-06-01 00:23:23,mistral-large,589,534,req_1403
2026-06-01 00:23:24,llama-3-70b,1180,14,req_1404
2026-06-01 00:23:25,mistral-large,499,96,req_1405
2026-06-01 00:23:26,gpt-4o,487,143,req_1406
2026-06-01 00:23:27,gpt-4o,1192,485,req_1407
2026-06-01 00:23:28,llama-3-70b,393,453,req_1408
2026-06-01 00:23:29,gpt-4o,172,337,req_1409
2026-06-01 00:23:30,llama-3-70b,450,873,req_1410
2026-06-01 00:23:31,gpt-4o,1886,344,req_1411
2026-06-01 00:23:32,gpt-4o,1222,965,req_1412
2026-06-01 00:23:33,llama-3-70b,424,56,req_1413
2026-06-01 00:23:34,llama-3-70b,1372,711,req_1414
2026-06-01 00:23:35,llama-3-70b,1640,470,req_1415
2026-06-01 00:23:36,gpt-4o,1214,1005,req_1416
2026-06-01 00:23:37,gpt-4o,297,722,req_1417
2026-06-01 00:23:38,mistral-large,1867,803,req_1418
2026-06-01 00:23:39,llama-3-70b,196,479,req_1419
2026-06-01 00:23:40,gpt-4o,1917,405,req_1420
2026-06-01 00:23:41,gpt-4o,1171,443,req_1421
2026-06-01 00:23:42,llama-3-70b,139,882,req_1422
2026-06-01 00:23:43,mistral-large,203,609,req_1423
2026-06-01 00:23:44,llama-3-70b,325,936,req_1424
2026-06-01 00:23:45,mistral-large,2017,1001,req_1425
2026-06-01 00:23:46,gpt-4o,1818,926,req_1426
2026-06-01 00:23:47,mistral-large,1897,825,req_1427
2026-06-01 00:23:48,gpt-4o,153,661,req_1428
2026-06-01 00:23:49,llama-3-70b,25,602,req_1429
2026-06-01 00:23:50,llama-3-70b,1335,513,req_1430
2026-06-01 00:23:51,llama-3-70b,432,157,req_1431
2026-06-01 00:23:52,mistral-large,254,518,req_1432
2026-06-01 00:23:53,gpt-4o,936,507,req_1433
2026-06-01 00:23:54,llama-3-70b,1140,858,req_1434
2026-06-01 00:23:55,llama-3-70b,1121,905,req_1435
2026-06-01 00:23:56,gpt-4o,138,776,req_1436
2026-06-01 00:23:57,llama-3-70b,916,680,req_1437
2026-06-01 00:23:58,gpt-4o,896,10,req_1438
2026-06-01 00:23:59,gpt-4o,350,504,req_1439
2026-06-01 00:24:00,gpt-4o,13,665,req_1440
2026-06-01 00:24:01,gpt-4o,1360,721,req_1441
2026-06-01 00:24:02,gpt-4o,1443,122,req_1442
2026-06-01 00:24:03,mistral-large,1912,489,req_1443
2026-06-01 00:24:04,llama-3-70b,315,1019,req_1444
2026-06-01 00:24:05,mistral-large,917,605,req_1445
2026-06-01 00:24:06,llama-3-70b,616,670,req_1446
2026-06-01 00:24:07,mistral-large,1754,955,req_1447
2026-06-01 00:24:08,gpt-4o,1258,683,req_1448
2026-06-01 00:24:09,llama-3-70b,2004,472,req_1449
2026-06-01 00:24:10,llama-3-70b,1381,165,req_1450
2026-06-01 00:24:11,mistral-large,1001,274,req_1451
2026-06-01 00:24:12,mistral-large,330,60,req_1452
2026-06-01 00:24:13,llama-3-70b,568,232,req_1453
2026-06-01 00:24:14,mistral-large,2021,853,req_1454
2026-06-01 00:24:15,mistral-large,1214,153,req_1455
2026-06-01 00:24:16,mistral-large,627,50,req_1456
2026-06-01 00:24:17,gpt-4o,720,148,req_1457
2026-06-01 00:24:18,gpt-4o,1419,754,req_1458
2026-06-01 00:24:19,mistral-large,1651,788,req_1459
2026-06-01 00:24:20,mistral-large,1825,636,req_1460
2026-06-01 00:24:21,gpt-4o,1805,344,req_1461
2026-06-01 00:24:22,gpt-4o,1141,417,req_1462
2026-06-01 00:24:23,llama-3-70b,540,736,req_1463
2026-06-01 00:24:24,llama-3-70b,419,524,req_1464
2026-06-01 00:24:25,gpt-4o,2004,348,req_1465
2026-06-01 00:24:26,mistral-large,1329,391,req_1466
2026-06-01 00:24:27,mistral-large,827,477,req_1467
2026-06-01 00:24:28,mistral-large,1204,279,req_1468
2026-06-01 00:24:29,mistral-large,1364,357,req_1469
2026-06-01 00:24:30,llama-3-70b,502,70,req_1470
2026-06-01 00:24:31,gpt-4o,1228,83,req_1471
2026-06-01 00:24:32,mistral-large,21,602,req_1472
2026-06-01 00:24:33,llama-3-70b,204,640,req_1473
2026-06-01 00:24:34,mistral-large,499,206,req_1474
2026-06-01 00:24:35,gpt-4o,804,982,req_1475
2026-06-01 00:24:36,llama-3-70b,890,666,req_1476
2026-06-01 00:24:37,gpt-4o,191,562,req_1477
2026-06-01 00:24:38,gpt-4o,971,117,req_1478
2026-06-01 00:24:39,llama-3-70b,1850,95,req_1479
2026-06-01 00:24:40,llama-3-70b,665,145,req_1480
2026-06-01 00:24:41,llama-3-70b,1931,293,req_1481
2026-06-01 00:24:42,llama-3-70b,1349,905,req_1482
2026-06-01 00:24:43,llama-3-70b,703,734,req_1483
2026-06-01 00:24:44,llama-3-70b,39,593,req_1484
2026-06-01 00:24:45,llama-3-70b,1629,415,req_1485
2026-06-01 00:24:46,mistral-large,1711,381,req_1486
2026-06-01 00:24:47,gpt-4o,1829,388,req_1487
2026-06-01 00:24:48,llama-3-70b,1826,850,req_1488
2026-06-01 00:24:49,mistral-large,1129,156,req_1489
2026-06-01 00:24:50,mistral-large,1414,839,req_1490
2026-06-01 00:24:51,mistral-large,787,755,req_1491
2026-06-01 00:24:52,gpt-4o,453,631,req_1492
2026-06-01 00:24:53,llama-3-70b,307,323,req_1493
2026-06-01 00:24:54,mistral-large,817,373,req_1494
2026-06-01 00:24:55,gpt-4o,1770,610,req_1495
2026-06-01 00:24:56,gpt-4o,854,999,req_1496
2026-06-01 00:24:57,gpt-4o,1025,564,req_1497
2026-06-01 00:24:58,mistral-large,1394,707,req_1498
2026-06-01 00:24:59,llama-3-70b,1407,466,req_1499
2026-06-01 00:25:00,mistral-large,563,16,req_1500
2026-06-01 00:25:01,mistral-large,312,160,req_1501
2026-06-01 00:25:02,llama-3-70b,430,688,req_1502
2026-06-01 00:25:03,llama-3-70b,1279,481,req_1503
2026-06-01 00:25:04,llama-3-70b,1753,943,req_1504
2026-06-01 00:25:05,gpt-4o,1270,405,req_1505
2026-06-01 00:25:06,llama-3-70b,1567,812,req_1506
2026-06-01 00:25:07,mistral-large,194,181,req_1507
2026-06-01 00:25:08,llama-3-70b,477,345,req_1508
2026-06-01 00:25:09,mistral-large,763,61,req_1509
2026-06-01 00:25:10,gpt-4o,372,859,req_1510
2026-06-01 00:25:11,mistral-large,1316,856,req_1511
2026-06-01 00:25:12,mistral-large,1586,452,req_1512
2026-06-01 00:25:13,llama-3-70b,345,207,req_1513
2026-06-01 00:25:14,llama-3-70b,171,701,req_1514
2026-06-01 00:25:15,mistral-large,1193,637,req_1515
2026-06-01 00:25:16,llama-3-70b,1507,742,req_1516
2026-06-01 00:25:17,gpt-4o,1634,206,req_1517
2026-06-01 00:25:18,gpt-4o,1355,334,req_1518
2026-06-01 00:25:19,llama-3-70b,21,367,req_1519
2026-06-01 00:25:20,gpt-4o,1457,896,req_1520
2026-06-01 00:25:21,llama-3-70b,1106,458,req_1521
2026-06-01 00:25:22,mistral-large,597,360,req_1522
2026-06-01 00:25:23,mistral-large,1891,220,req_1523
2026-06-01 00:25:24,gpt-4o,210,976,req_1524
2026-06-01 00:25:25,llama-3-70b,531,559,req_1525
2026-06-01 00:25:26,llama-3-70b,1897,891,req_1526
2026-06-01 00:25:27,gpt-4o,514,27,req_1527
2026-06-01 00:25:28,mistral-large,1771,159,req_1528
2026-06-01 00:25:29,gpt-4o,1721,190,req_1529
2026-06-01 00:25:30,mistral-large,797,253,req_1530
2026-06-01 00:25:31,llama-3-70b,1072,753,req_1531
2026-06-01 00:25:32,mistral-large,69,809,req_1532
2026-06-01 00:25:33,gpt-4o,587,138,req_1533
2026-06-01 00:25:34,llama-3-70b,330,325,req_1534
2026-06-01 00:25:35,gpt-4o,1468,394,req_1535
2026-06-01 00:25:36,gpt-4o,1669,438,req_1536
2026-06-01 00:25:37,mistral-large,1709,26,req_1537
2026-06-01 00:25:38,gpt-4o,1441,877,req_1538
2026-06-01 00:25:39,mistral-large,2047,604,req_1539
2026-06-01 00:25:40,llama-3-70b,932,669,req_1540
2026-06-01 00:25:41,mistral-large,1419,129,req_1541
2026-06-01 00:25:42,llama-3-70b,1704,83,req_1542
2026-06-01 00:25:43,mistral-large,578,862,req_1543
2026-06-01 00:25:44,gpt-4o,1111,972,req_1544
2026-06-01 00:25:45,mistral-large,1227,55,req_1545
2026-06-01 00:25:46,mistral-large,1318,732,req_1546
2026-06-01 00:25:47,llama-3-70b,536,180,req_1547
2026-06-01 00:25:48,gpt-4o,533,874,req_1548
2026-06-01 00:25:49,mistral-large,622,257,req_1549
2026-06-01 00:25:50,gpt-4o,1189,970,req_1550
2026-06-01 00:25:51,mistral-large,1373,250,req_1551
2026-06-01 00:25:52,mistral-large,134,743,req_1552
2026-06-01 00:25:53,gpt-4o,880,110,req_1553
2026-06-01 00:25:54,mistral-large,289,197,req_1554
2026-06-01 00:25:55,gpt-4o,926,320,req_1555
2026-06-01 00:25:56,mistral-large,1939,306,req_1556
2026-06-01 00:25:57,llama-3-70b,631,552,req_1557
2026-06-01 00:25:58,gpt-4o,855,958,req_1558
2026-06-01 00:25:59,mistral-large,1902,720,req_1559
2026-06-01 00:26:00,mistral-large,1691,938,req_1560
2026-06-01 00:26:01,llama-3-70b,1761,783,req_1561
2026-06-01 00:26:02,gpt-4o,1943,272,req_1562
2026-06-01 00:26:03,mistral-large,683,174,req_1563
2026-06-01 00:26:04,llama-3-70b,1161,1014,req_1564
2026-06-01 00:26:05,mistral-large,323,555,req_1565
2026-06-01 00:26:06,gpt-4o,341,459,req_1566
2026-06-01 00:26:07,mistral-large,1183,655,req_1567
2026-06-01 00:26:08,mistral-large,1487,296,req_1568
2026-06-01 00:26:09,mistral-large,45,568,req_1569
2026-06-01 00:26:10,mistral-large,1718,803,req_1570
2026-06-01 00:26:11,llama-3-70b,1453,805,req_1571
2026-06-01 00:26:12,llama-3-70b,1055,145,req_1572
2026-06-01 00:26:13,gpt-4o,215,150,req_1573
2026-06-01 00:26:14,llama-3-70b,648,429,req_1574
2026-06-01 00:26:15,llama-3-70b,857,318,req_1575
2026-06-01 00:26:16,gpt-4o,1990,188,req_1576
2026-06-01 00:26:17,llama-3-70b,1389,668,req_1577
2026-06-01 00:26:18,llama-3-70b,449,717,req_1578
2026-06-01 00:26:19,gpt-4o,738,132,req_1579
2026-06-01 00:26:20,gpt-4o,1129,291,req_1580
2026-06-01 00:26:21,gpt-4o,1962,827,req_1581
2026-06-01 00:26:22,mistral-large,950,257,req_1582
2026-06-01 00:26:23,mistral-large,173,1005,req_1583
2026-06-01 00:26:24,gpt-4o,157,782,req_1584
2026-06-01 00:26:25,gpt-4o,1563,704,req_1585
2026-06-01 00:26:26,gpt-4o,303,390,req_1586
2026-06-01 00:26:27,mistral-large,204,234,req_1587
2026-06-01 00:26:28,mistral-large,672,275,req_1588
2026-06-01 00:26:29,llama-3-70b,489,775,req_1589
2026-06-01 00:26:30,llama-3-70b,1910,815,req_1590
2026-06-01 00:26:31,gpt-4o,132,419,req_1591
2026-06-01 00:26:32,mistral-large,1433,202,req_1592
2026-06-01 00:26:33,mistral-large,708,327,req_1593
2026-06-01 00:26:34,mistral-large,974,60,req_1594
2026-06-01 00:26:35,gpt-4o,1485,835,req_1595
2026-06-01 00:26:36,llama-3-70b,670,207,req_1596
2026-06-01 00:26:37,gpt-4o,1137,787,req_1597
2026-06-01 00:26:38,llama-3-70b,1788,625,req_1598
2026-06-01 00:26:39,llama-3-70b,1495,632,req_1599
2026-06-01 00:26:40,gpt-4o,1776,608,req_1600
2026-06-01 00:26:41,llama-3-70b,2024,142,req_1601
2026-06-01 00:26:42,llama-3-70b,1751,426,req_1602
2026-06-01 00:26:43,mistral-large,719,819,req_1603
2026-06-01 00:26:44,llama-3-70b,405,61,req_1604
2026-06-01 00:26:45,gpt-4o,921,566,req_1605
2026-06-01 00:26:46,gpt-4o,1370,1014,req_1606
2026-06-01 00:26:47,llama-3-70b,1014,75,req_1607
2026-06-01 00:26:48,mistral-large,1632,915,req_1608
2026-06-01 00:26:49,mistral-large,1175,918,req_1609
2026-06-01 00:26:50,llama-3-70b,326,598,req_1610
2026-06-01 00:26:51,llama-3-70b,1744,376,req_1611
2026-06-01 00:26:52,gpt-4o,1591,621,req_1612
2026-06-01 00:26:53,llama-3-70b,1833,604,req_1613
2026-06-01 00:26:54,mistral-large,1560,518,req_1614
2026-06-01 00:26:55,llama-3-70b,1589,876,req_1615
2026-06-01 00:26:56,gpt-4o,1434,88,req_1616
2026-06-01 00:26:57,gpt-4o,690,998,req_1617
2026-06-01 00:26:58,gpt-4o,1343,47,req_1618
2026-06-01 00:26:59,gpt-4o,504,670,req_1619
2026-06-01 00:27:00,gpt-4o,565,843,req_1620
2026-06-01 00:27:01,llama-3-70b,619,938,req_1621
2026-06-01 00:27:02,llama-3-70b,1806,610,req_1622
2026-06-01 00:27:03,llama-3-70b,118,814,req_1623
2026-06-01 00:27:04,llama-3-70b,1828,137,req_1624
2026-06-01 00:27:05,gpt-4o,381,399,req_1625
2026-06-01 00:27:06,mistral-large,864,69,req_1626
2026-06-01 00:27:07,llama-3-70b,625,294,req_1627
2026-06-01 00:27:08,mistral-large,777,380,req_1628
2026-06-01 00:27:09,llama-3-70b,1924,773,req_1629
2026-06-01 00:27:10,llama-3-70b,215,471,req_1630
2026-06-01 00:27:11,mistral-large,856,902,req_1631
2026-06-01 00:27:12,gpt-4o,52,217,req_1632
2026-06-01 00:27:13,llama-3-70b,874,152,req_1633
2026-06-01 00:27:14,llama-3-70b,1278,577,req_1634
2026-06-01 00:27:15,llama-3-70b,1320,475,req_1635
2026-06-01 00:27:16,mistral-large,1388,153,req_1636
2026-06-01 00:27:17,gpt-4o,794,92,req_1637
2026-06-01 00:27:18,mistral-large,485,328,req_1638
2026-06-01 00:27:19,mistral-large,92,899,req_1639
2026-06-01 00:27:20,gpt-4o,1143,400,req_1640
2026-06-01 00:27:21,mistral-large,1983,794,req_1641
2026-06-01 00:27:22,gpt-4o,199,408,req_1642
2026-06-01 00:27:23,llama-3-70b,2016,86,req_1643
2026-06-01 00:27:24,gpt-4o,809,645,req_1644
2026-06-01 00:27:25,llama-3-70b,945,290,req_1645
2026-06-01 00:27:26,mistral-large,1942,386,req_1646
2026-06-01 00:27:27,mistral-large,260,869,req_1647
2026-06-01 00:27:28,llama-3-70b,1757,796,req_1648
2026-06-01 00:27:29,mistral-large,300,274,req_1649
2026-06-01 00:27:30,gpt-4o,1678,296,req_1650
2026-06-01 00:27:31,llama-3-70b,1234,457,req_1651
2026-06-01 00:27:32,mistral-large,1830,719,req_1652
2026-06-01 00:27:33,llama-3-70b,335,28,req_1653
2026-06-01 00:27:34,gpt-4o,1544,960,req_1654
2026-06-01 00:27:35,gpt-4o,1442,867,req_1655
2026-06-01 00:27:36,mistral-large,1640,315,req_1656
2026-06-01 00:27:37,gpt-4o,1823,465,req_1657
2026-06-01 00:27:38,llama-3-70b,1995,212,req_1658
2026-06-01 00:27:39,gpt-4o,1974,796,req_1659
2026-06-01 00:27:40,llama-3-70b,846,721,req_1660
2026-06-01 00:27:41,llama-3-70b,517,668,req_1661
2026-06-01 00:27:42,gpt-4o,740,442,req_1662
2026-06-01 00:27:43,mistral-large,1634,542,req_1663
2026-06-01 00:27:44,gpt-4o,81,710,req_1664
2026-06-01 00:27:45,llama-3-70b,1280,340,req_1665
2026-06-01 00:27:46,llama-3-70b,650,426,req_1666
2026-06-01 00:27:47,gpt-4o,1757,754,req_1667
2026-06-01 00:27:48,mistral-large,949,325,req_1668
2026-06-01 00:27:49,mistral-large,1888,501,req_1669
2026-06-01 00:27:50,llama-3-70b,617,591,req_1670
2026-06-01 00:27:51,llama-3-70b,1620,951,req_1671
2026-06-01 00:27:52,mistral-large,1968,167,req_1672
2026-06-01 00:27:53,gpt-4o,2040,815,req_1673
2026-06-01 00:27:54,llama-3-70b,575,545,req_1674
2026-06-01 00:27:55,llama-3-70b,1377,169,req_1675
2026-06-01 00:27:56,mistral-large,2004,853,req_1676
2026-06-01 00:27:57,gpt-4o,1958,702,req_1677
2026-06-01 00:27:58,mistral-large,63,570,req_1678
2026-06-01 00:27:59,gpt-4o,1763,299,req_1679
2026-06-01 00:28:00,gpt-4o,537,46,req_1680
2026-06-01 00:28:01,gpt-4o,620,928,req_1681
2026-06-01 00:28:02,llama-3-70b,1565,289,req_1682
2026-06-01 00:28:03,mistral-large,1591,943,req_1683
2026-06-01 00:28:04,mistral-large,1996,391,req_1684
2026-06-01 00:28:05,gpt-4o,202,1016,req_1685
