Timestamp,ArrivalRate,TotalInputTokens,TotalOutputTokens,Hour,Minute,ActiveSeconds,Energy_Joules,Energy_kWh
2024-05-02 21:32:00,2,369,232,21,32,6.1690000000000005,4850.700000000001,0.001347416666666667
2024-05-02 21:33:00,8,285,205,21,33,5.41,4623.0,0.0012841666666666667
2024-05-02 21:34:00,4,383,245,21,34,6.508,4952.4,0.0013756666666666665
2024-05-02 21:35:00,11,294,152,21,35,4.094,4228.2,0.0011745
2024-05-02 21:36:00,4,374,152,21,36,4.174,4252.200000000001,0.001181166666666667
2024-05-02 21:37:00,10,284,146,21,37,3.934,4180.200000000001,0.001161166666666667
2024-05-02 21:38:00,4,437,151,21,38,4.212000000000001,4263.6,0.0011843333333333335
2024-05-02 21:39:00,5,336,212,21,39,5.636000000000001,4690.8,0.0013030000000000001
2024-05-02 21:40:00,11,393,218,21,40,5.843,4752.9,0.0013202499999999998
2024-05-02 21:41:00,4,506,218,21,41,5.956,4786.8,0.0013296666666666667
2024-05-02 21:42:00,2,450,127,21,42,3.6250000000000004,4087.5,0.0011354166666666667
2024-05-02 21:43:00,10,488,221,21,43,6.013,4803.9,0.0013344166666666665
2024-05-02 21:44:00,11,368,239,21,44,6.343000000000001,4902.9,0.0013619166666666667
2024-05-02 21:45:00,5,345,137,21,45,3.7700000000000005,4131.0,0.0011475
2024-05-02 21:46:00,8,456,128,21,46,3.656,4096.8,0.0011380000000000001
2024-05-02 21:47:00,5,276,173,21,47,4.601,4380.299999999999,0.0012167499999999997
2024-05-02 21:48:00,11,515,242,21,48,6.565,4969.5,0.0013804166666666667
2024-05-02 21:49:00,7,284,250,21,49,6.534,4960.200000000001,0.0013778333333333336
2024-05-02 21:50:00,5,459,196,21,50,5.359,4607.7,0.0012799166666666666
2024-05-02 21:51:00,11,365,184,21,51,4.965000000000001,4489.5,0.0012470833333333333
2024-05-02 21:52:00,5,252,146,21,52,3.902,4170.6,0.0011585
2024-05-02 21:53:00,13,312,181,21,53,4.837000000000001,4451.1,0.0012364166666666667
2024-05-02 21:54:00,10,456,197,21,54,5.381000000000001,4614.3,0.0012817500000000001
2024-05-02 21:55:00,4,320,191,21,55,5.095000000000001,4528.5,0.0012579166666666667
2024-05-02 21:56:00,10,494,134,21,56,3.8440000000000003,4153.2,0.0011536666666666666
2024-05-02 21:57:00,11,462,137,21,57,3.8870000000000005,4166.1,0.00115725
2024-05-02 21:58:00,2,309,281,21,58,7.3340000000000005,5200.2,0.0014445
2024-05-02 21:59:00,13,521,130,21,59,3.771,4131.299999999999,0.0011475833333333331
2024-05-02 22:00:00,8,453,211,22,0,5.728000000000001,4718.4,0.0013106666666666666
2024-05-02 22:01:00,7,309,179,22,1,4.784000000000001,4435.200000000001,0.0012320000000000002
2024-05-02 22:02:00,11,441,148,22,2,4.141,4242.3,0.0011784166666666668
2024-05-02 22:03:00,11,392,145,22,3,4.017,4205.099999999999,0.0011680833333333333
2024-05-02 22:04:00,4,449,220,22,4,5.949,4784.700000000001,0.0013290833333333336
2024-05-02 22:05:00,5,467,164,22,5,4.567,4370.1,0.0012139166666666667
2024-05-02 22:06:00,4,315,134,22,6,3.665,4099.5,0.00113875
2024-05-02 22:07:00,5,420,268,22,7,7.12,5136.0,0.0014266666666666666
2024-05-02 22:08:00,13,461,214,22,8,5.811000000000001,4743.3,0.0013175833333333334
2024-05-02 22:09:00,5,312,265,22,9,6.937,5081.1,0.0014114166666666667
2024-05-02 22:10:00,11,512,172,22,10,4.811999999999999,4443.6,0.0012343333333333334
2024-05-02 22:11:00,2,365,232,22,11,6.165000000000001,4849.5,0.0013470833333333334
2024-05-02 22:12:00,5,477,196,22,12,5.377000000000001,4613.1,0.0012814166666666668
2024-05-02 22:13:00,13,309,199,22,13,5.284000000000001,4585.200000000001,0.0012736666666666669
2024-05-02 22:14:00,11,287,245,22,14,6.412,4923.6,0.0013676666666666668
2024-05-02 22:15:00,11,515,208,22,15,5.715,4714.5,0.0013095833333333334
2024-05-02 22:16:00,11,362,284,22,16,7.462000000000001,5238.6,0.0014551666666666667
2024-05-02 22:17:00,7,299,140,22,17,3.799,4139.7,0.0011499166666666667
2024-05-02 22:18:00,5,281,230,22,18,6.031,4809.3,0.0013359166666666667
2024-05-02 22:19:00,4,249,260,22,19,6.749,5024.7,0.0013957499999999999
2024-05-02 22:20:00,11,495,284,22,20,7.595000000000001,5278.5,0.00146625
2024-05-02 22:21:00,11,468,250,22,21,6.718,5015.4,0.0013931666666666665
2024-05-02 22:22:00,5,414,205,22,22,5.539,4661.7,0.0012949166666666667
2024-05-02 22:23:00,7,299,286,22,23,7.449000000000001,5234.700000000001,0.0014540833333333335
2024-05-02 22:24:00,4,384,143,22,24,3.959,4187.7,0.00116325
2024-05-02 22:25:00,4,365,140,22,25,3.865,4159.5,0.0011554166666666666
2024-05-02 22:26:00,5,288,226,22,26,5.938000000000001,4781.4,0.0013281666666666665
2024-05-02 22:27:00,11,569,128,22,27,3.769,4130.700000000001,0.0011474166666666668
2024-05-02 22:28:00,10,392,185,22,28,5.017,4505.099999999999,0.0012514166666666665
2024-05-02 22:29:00,8,311,287,22,29,7.486000000000001,5245.8,0.0014571666666666667
2024-05-02 22:30:00,14,503,305,22,30,8.128,5438.4,0.0015106666666666667
2024-05-02 22:31:00,7,374,178,22,31,4.824,4447.2,0.0012353333333333333
2024-05-02 22:32:00,10,399,220,22,32,5.899,4769.700000000001,0.001324916666666667
2024-05-02 22:33:00,4,357,134,22,33,3.707,4112.1,0.00114225
2024-05-02 22:34:00,10,480,169,22,34,4.705,4411.5,0.0012254166666666668
2024-05-02 22:35:00,4,587,253,22,35,6.912,5073.6,0.0014093333333333334
2024-05-02 22:36:00,10,311,271,22,36,7.086,5125.8,0.0014238333333333334
2024-05-02 22:37:00,13,564,242,22,37,6.614000000000001,4984.2,0.0013844999999999999
2024-05-02 22:38:00,11,431,221,22,38,5.956,4786.8,0.0013296666666666667
2024-05-02 22:39:00,13,605,317,22,39,8.530000000000001,5559.0,0.0015441666666666666
2024-05-02 22:40:00,14,315,167,22,40,4.49,4347.0,0.0012075
2024-05-02 22:41:00,2,368,230,22,41,6.118,4835.4,0.0013431666666666666
2024-05-02 22:42:00,10,503,319,22,42,8.478,5543.4,0.0015398333333333332
2024-05-02 22:43:00,2,411,316,22,43,8.311,5493.299999999999,0.0015259166666666665
2024-05-02 22:44:00,4,410,244,22,44,6.510000000000001,4953.0,0.0013758333333333333
2024-05-02 22:45:00,14,296,320,22,45,8.296,5488.799999999999,0.0015246666666666664
2024-05-02 22:46:00,7,429,268,22,46,7.1290000000000004,5138.700000000001,0.001427416666666667
2024-05-02 22:47:00,8,398,286,22,47,7.548,5264.4,0.0014623333333333333
2024-05-02 22:48:00,13,497,200,22,48,5.497,4649.1,0.0012914166666666668
2024-05-02 22:49:00,2,458,325,22,49,8.583,5574.9,0.0015485833333333332
2024-05-02 22:50:00,8,428,157,22,50,4.353000000000001,4305.9,0.0011960833333333333
2024-05-02 22:51:00,7,338,163,22,51,4.413,4323.900000000001,0.0012010833333333335
2024-05-02 22:52:00,10,380,250,22,52,6.63,4989.0,0.0013858333333333333
2024-05-02 22:53:00,7,507,230,22,53,6.257,4877.1,0.00135475
2024-05-02 22:54:00,11,336,320,22,54,8.336,5500.8,0.001528
2024-05-02 22:55:00,11,303,140,22,55,3.803,4140.900000000001,0.0011502500000000002
2024-05-02 22:56:00,10,440,236,22,56,6.340000000000001,4902.0,0.0013616666666666666
2024-05-02 22:57:00,4,455,137,22,57,3.8800000000000003,4164.0,0.0011566666666666667
2024-05-02 22:58:00,10,282,133,22,58,3.607,4082.1000000000004,0.0011339166666666668
2024-05-02 22:59:00,16,542,274,22,59,7.392,5217.6,0.0014493333333333335
2024-05-02 23:00:00,1,145,57,23,0,1.57,3471.0,0.0009641666666666667
2024-05-02 23:01:00,1,170,63,23,1,1.745,3523.5,0.00097875
2024-05-02 23:02:00,2,109,56,23,2,1.5090000000000001,3452.7000000000003,0.0009590833333333334
2024-05-02 23:03:00,3,151,79,23,3,2.126,3637.8,0.0010105000000000001
2024-05-02 23:04:00,2,102,48,23,4,1.3020000000000003,3390.6000000000004,0.0009418333333333335
2024-05-02 23:05:00,4,158,46,23,5,1.308,3392.4,0.0009423333333333333
2024-05-02 23:06:00,1,159,85,23,6,2.284,3685.2000000000003,0.0010236666666666666
2024-05-02 23:07:00,1,139,82,23,7,2.189,3656.7000000000003,0.0010157500000000002
2024-05-02 23:08:00,3,131,55,23,8,1.506,3451.7999999999997,0.0009588333333333332
2024-05-02 23:09:00,2,141,76,23,9,2.0410000000000004,3612.3,0.0010034166666666668
2024-05-02 23:10:00,2,151,66,23,10,1.8010000000000002,3540.2999999999997,0.0009834166666666665
2024-05-02 23:11:00,1,155,84,23,11,2.255,3676.5,0.00102125
2024-05-02 23:12:00,3,117,51,23,12,1.3920000000000001,3417.5999999999995,0.0009493333333333332
2024-05-02 23:13:00,2,164,81,23,13,2.189,3656.7000000000003,0.0010157500000000002
2024-05-02 23:14:00,1,151,82,23,14,2.201,3660.2999999999997,0.0010167499999999999
2024-05-02 23:15:00,2,135,81,23,15,2.16,3648.0,0.0010133333333333333
2024-05-02 23:16:00,1,152,82,23,16,2.2020000000000004,3660.6000000000004,0.0010168333333333333
2024-05-02 23:17:00,2,122,83,23,17,2.197,3659.0999999999995,0.0010164166666666666
2024-05-02 23:18:00,2,111,47,23,18,1.286,3385.7999999999997,0.0009404999999999999
2024-05-02 23:19:00,1,110,54,23,19,1.4600000000000002,3438.0,0.000955
2024-05-02 23:20:00,2,113,76,23,20,2.0130000000000003,3603.9,0.0010010833333333334
2024-05-02 23:21:00,2,136,76,23,21,2.036,3610.7999999999997,0.001003
2024-05-02 23:22:00,4,146,66,23,22,1.796,3538.7999999999997,0.000983
2024-05-02 23:23:00,3,98,64,23,23,1.6980000000000002,3509.4,0.0009748333333333334
2024-05-02 23:24:00,2,173,72,23,24,1.973,3591.9,0.00099775
2024-05-02 23:25:00,4,147,54,23,25,1.497,3449.1000000000004,0.0009580833333333335
2024-05-02 23:26:00,2,159,62,23,26,1.709,3512.7,0.00097575
2024-05-02 23:27:00,3,115,84,23,27,2.2150000000000003,3664.5,0.0010179166666666668
2024-05-02 23:28:00,3,107,49,23,28,1.332,3399.6000000000004,0.0009443333333333335
2024-05-02 23:29:00,3,95,62,23,29,1.645,3493.5,0.0009704166666666666
2024-05-02 23:30:00,3,97,47,23,30,1.272,3381.6,0.0009393333333333334
2024-05-02 23:31:00,3,160,54,23,31,1.51,3453.0,0.0009591666666666667
2024-05-02 23:32:00,4,128,87,23,32,2.3030000000000004,3690.9000000000005,0.0010252500000000001
2024-05-02 23:33:00,3,171,73,23,33,1.9960000000000002,3598.7999999999997,0.0009996666666666665
2024-05-02 23:34:00,1,180,74,23,34,2.0300000000000002,3609.0,0.0010025
2024-05-02 23:35:00,3,141,91,23,35,2.416,3724.8,0.0010346666666666668
2024-05-02 23:36:00,3,165,47,23,36,1.34,3402.0,0.000945
2024-05-02 23:37:00,2,126,77,23,37,2.051,3615.2999999999997,0.00100425
2024-05-02 23:38:00,3,169,69,23,38,1.8940000000000001,3568.2000000000003,0.0009911666666666667
2024-05-02 23:39:00,4,155,67,23,39,1.83,3549.0,0.0009858333333333334
2024-05-02 23:40:00,1,124,82,23,40,2.1740000000000004,3652.2000000000003,0.0010145
2024-05-02 23:41:00,1,112,72,23,41,1.9120000000000001,3573.6000000000004,0.0009926666666666669
2024-05-02 23:42:00,2,168,88,23,42,2.3680000000000003,3710.4,0.0010306666666666667
2024-05-02 23:43:00,4,149,62,23,43,1.699,3509.7000000000003,0.0009749166666666668
2024-05-02 23:44:00,4,128,75,23,44,2.003,3600.9,0.00100025
2024-05-02 23:45:00,3,141,91,23,45,2.416,3724.8,0.0010346666666666668
2024-05-02 23:46:00,4,186,62,23,46,1.736,3520.8,0.0009780000000000001
2024-05-02 23:47:00,4,166,89,23,47,2.391,3717.3,0.0010325833333333335
2024-05-02 23:48:00,4,182,54,23,48,1.532,3459.6000000000004,0.000961
2024-05-02 23:49:00,2,170,88,23,49,2.37,3711.0,0.0010308333333333333
2024-05-02 23:50:00,3,165,91,23,50,2.44,3732.0,0.0010366666666666666
2024-05-02 23:51:00,3,129,67,23,51,1.804,3541.2,0.0009836666666666665
2024-05-02 23:52:00,4,147,47,23,52,1.322,3396.5999999999995,0.0009434999999999999
2024-05-02 23:53:00,2,129,61,23,53,1.6540000000000001,3496.2,0.0009711666666666666
2024-05-02 23:54:00,2,174,53,23,54,1.499,3449.7,0.0009582499999999999
2024-05-02 23:55:00,3,170,55,23,55,1.545,3463.5,0.0009620833333333333
2024-05-02 23:56:00,2,119,70,23,56,1.869,3560.7000000000003,0.0009890833333333334
2024-05-02 23:57:00,2,119,90,23,57,2.369,3710.7000000000003,0.00103075
2024-05-02 23:58:00,1,127,98,23,58,2.577,3773.1,0.0010480833333333334
2024-05-02 23:59:00,4,107,73,23,59,1.9320000000000002,3579.6000000000004,0.0009943333333333334
2024-05-03 00:00:00,4,136,71,0,0,1.911,3573.2999999999997,0.0009925833333333332
2024-05-03 00:01:00,2,134,89,0,1,2.359,3707.7,0.0010299166666666666
2024-05-03 00:02:00,1,144,100,0,2,2.644,3793.2000000000003,0.0010536666666666667
2024-05-03 00:03:00,2,96,70,0,3,1.846,3553.7999999999997,0.0009871666666666666
2024-05-03 00:04:00,4,157,62,0,4,1.707,3512.1000000000004,0.0009755833333333334
2024-05-03 00:05:00,1,141,79,0,5,2.116,3634.7999999999997,0.0010096666666666665
2024-05-03 00:06:00,4,126,50,0,6,1.376,3412.8,0.0009480000000000001
2024-05-03 00:07:00,2,113,71,0,7,1.8880000000000001,3566.4,0.0009906666666666666
2024-05-03 00:08:00,1,136,47,0,8,1.311,3393.2999999999997,0.0009425833333333333
2024-05-03 00:09:00,4,134,96,0,9,2.5340000000000003,3760.2000000000003,0.0010445
2024-05-03 00:10:00,4,109,53,0,10,1.4340000000000002,3430.2000000000003,0.0009528333333333334
2024-05-03 00:11:00,2,105,84,0,11,2.205,3661.5,0.0010170833333333334
2024-05-03 00:12:00,3,122,61,0,12,1.6470000000000002,3494.1000000000004,0.0009705833333333334
2024-05-03 00:13:00,3,137,98,0,13,2.587,3776.0999999999995,0.0010489166666666665
2024-05-03 00:14:00,4,156,69,0,14,1.881,3564.2999999999997,0.0009900833333333333
2024-05-03 00:15:00,3,101,59,0,15,1.576,3472.7999999999997,0.0009646666666666666
2024-05-03 00:16:00,3,141,60,0,16,1.641,3492.3,0.0009700833333333334
2024-05-03 00:17:00,1,163,70,0,17,1.913,3573.9000000000005,0.0009927500000000001
2024-05-03 00:18:00,2,111,77,0,18,2.036,3610.7999999999997,0.001003
2024-05-03 00:19:00,4,190,97,0,19,2.615,3784.5,0.00105125
2024-05-03 00:20:00,3,123,99,0,20,2.598,3779.3999999999996,0.0010498333333333332
2024-05-03 00:21:00,4,172,72,0,21,1.972,3591.6000000000004,0.0009976666666666667
2024-05-03 00:22:00,3,185,79,0,22,2.16,3648.0,0.0010133333333333333
2024-05-03 00:23:00,3,200,101,0,23,2.7250000000000005,3817.5,0.0010604166666666668
2024-05-03 00:24:00,3,113,62,0,24,1.663,3498.9000000000005,0.0009719166666666668
2024-05-03 00:25:00,2,143,73,0,25,1.9680000000000002,3590.4,0.0009973333333333334
2024-05-03 00:26:00,3,160,53,0,26,1.485,3445.5,0.0009570833333333333
2024-05-03 00:27:00,2,117,66,0,27,1.7670000000000001,3530.0999999999995,0.000980583333333333
2024-05-03 00:28:00,4,156,62,0,28,1.706,3511.7999999999997,0.0009754999999999999
2024-05-03 00:29:00,3,119,102,0,29,2.6690000000000005,3800.7000000000003,0.00105575
2024-05-03 00:30:00,3,126,70,0,30,1.876,3562.8,0.0009896666666666667
2024-05-03 00:31:00,2,133,87,0,31,2.3080000000000003,3692.4,0.0010256666666666667
2024-05-03 00:32:00,2,104,70,0,32,1.854,3556.2000000000003,0.0009878333333333334
2024-05-03 00:33:00,4,159,49,0,33,1.3840000000000001,3415.2000000000003,0.0009486666666666668
2024-05-03 00:34:00,3,169,96,0,34,2.5690000000000004,3770.7,0.0010474166666666665
2024-05-03 00:35:00,3,108,90,0,35,2.358,3707.4000000000005,0.0010298333333333336
2024-05-03 00:36:00,4,160,60,0,36,1.66,3498.0,0.0009716666666666667
2024-05-03 00:37:00,4,152,84,0,37,2.2520000000000002,3675.6000000000004,0.0010210000000000002
2024-05-03 00:38:00,3,156,62,0,38,1.706,3511.7999999999997,0.0009754999999999999
2024-05-03 00:39:00,3,182,74,0,39,2.032,3609.6000000000004,0.0010026666666666667
2024-05-03 00:40:00,4,101,92,0,40,2.4010000000000002,3720.3,0.0010334166666666666
2024-05-03 00:41:00,4,172,49,0,41,1.397,3419.1,0.00094975
2024-05-03 00:42:00,4,201,59,0,42,1.6760000000000002,3502.7999999999997,0.0009729999999999999
2024-05-03 00:43:00,2,197,86,0,43,2.347,3704.1000000000004,0.0010289166666666667
2024-05-03 00:44:00,2,145,106,0,44,2.7950000000000004,3838.5,0.00106625
2024-05-03 00:45:00,1,132,71,0,45,1.907,3572.1000000000004,0.00099225
2024-05-03 00:46:00,3,175,104,0,46,2.775,3832.5,0.0010645833333333334
2024-05-03 00:47:00,3,173,68,0,47,1.8730000000000002,3561.9,0.0009894166666666667
2024-05-03 00:48:00,4,150,71,0,48,1.925,3577.5,0.00099375
2024-05-03 00:49:00,2,127,69,0,49,1.852,3555.6000000000004,0.0009876666666666669
2024-05-03 00:50:00,2,159,78,0,50,2.109,3632.7,0.0010090833333333332
2024-05-03 00:51:00,3,125,85,0,51,2.25,3675.0,0.0010208333333333332
2024-05-03 00:52:00,3,152,50,0,52,1.402,3420.6,0.0009501666666666667
2024-05-03 00:53:00,5,131,73,0,53,1.9560000000000002,3586.7999999999997,0.0009963333333333332
2024-05-03 00:54:00,2,118,57,0,54,1.5430000000000001,3462.9,0.0009619166666666667
2024-05-03 00:55:00,2,171,61,0,55,1.6960000000000002,3508.8,0.0009746666666666668
2024-05-03 00:56:00,3,147,111,0,56,2.922,3876.6000000000004,0.0010768333333333335
2024-05-03 00:57:00,4,175,56,0,57,1.5750000000000002,3472.5,0.0009645833333333334
2024-05-03 00:58:00,3,172,73,0,58,1.997,3599.1000000000004,0.0009997500000000002
2024-05-03 00:59:00,2,114,73,0,59,1.9390000000000003,3581.7000000000003,0.0009949166666666667
2024-05-03 01:00:00,2,195,91,1,0,2.4699999999999998,3741.0,0.0010391666666666668
2024-05-03 01:01:00,2,134,67,1,1,1.8090000000000002,3542.7000000000003,0.0009840833333333333
2024-05-03 01:02:00,3,169,76,1,2,2.069,3620.7,0.00100575
2024-05-03 01:03:00,5,181,52,1,3,1.481,3444.2999999999997,0.0009567499999999999
2024-05-03 01:04:00,2,110,75,1,4,1.985,3595.5,0.00099875
2024-05-03 01:05:00,4,98,60,1,5,1.598,3479.4,0.0009665
2024-05-03 01:06:00,2,209,75,1,6,2.084,3625.2,0.0010069999999999999
2024-05-03 01:07:00,4,100,65,1,7,1.725,3517.5,0.0009770833333333333
2024-05-03 01:08:00,1,152,58,1,8,1.602,3480.6000000000004,0.0009668333333333334
2024-05-03 01:09:00,1,141,67,1,9,1.816,3544.7999999999997,0.0009846666666666667
2024-05-03 01:10:00,2,188,56,1,10,1.588,3476.4,0.0009656666666666666
2024-05-03 01:11:00,4,205,91,1,11,2.48,3744.0,0.00104
2024-05-03 01:12:00,1,220,96,1,12,2.6200000000000006,3786.0,0.0010516666666666667
2024-05-03 01:13:00,1,140,102,1,13,2.6900000000000004,3807.0,0.0010575
2024-05-03 01:14:00,3,218,95,1,14,2.593,3777.8999999999996,0.0010494166666666666
2024-05-03 01:15:00,3,156,60,1,15,1.656,3496.8,0.0009713333333333334
2024-05-03 01:16:00,3,108,100,1,16,2.608,3782.4000000000005,0.0010506666666666668
2024-05-03 01:17:00,4,193,58,1,17,1.6430000000000002,3492.9,0.00097025
2024-05-03 01:18:00,4,221,80,1,18,2.221,3666.2999999999997,0.0010184166666666666
2024-05-03 01:19:00,2,149,88,1,19,2.349,3704.7,0.0010290833333333332
2024-05-03 01:20:00,1,212,79,1,20,2.1870000000000003,3656.1000000000004,0.0010155833333333334
2024-05-03 01:21:00,1,182,116,1,21,3.0820000000000003,3924.6000000000004,0.0010901666666666668
2024-05-03 01:22:00,1,116,64,1,22,1.7160000000000002,3514.7999999999997,0.0009763333333333333
2024-05-03 01:23:00,3,197,82,1,23,2.2470000000000003,3674.1000000000004,0.0010205833333333334
2024-05-03 01:24:00,4,141,97,1,24,2.5660000000000003,3769.8,0.0010471666666666667
2024-05-03 01:25:00,2,170,51,1,25,1.445,3433.5,0.00095375
2024-05-03 01:26:00,5,183,59,1,26,1.6580000000000001,3497.4,0.0009715
2024-05-03 01:27:00,5,197,116,1,27,3.0970000000000004,3929.1000000000004,0.0010914166666666668
2024-05-03 01:28:00,3,162,106,1,28,2.8120000000000003,3843.6000000000004,0.0010676666666666669
2024-05-03 01:29:00,3,141,105,1,29,2.766,3829.8,0.0010638333333333333
2024-05-03 01:30:00,2,158,108,1,30,2.858,3857.4000000000005,0.0010715000000000002
2024-05-03 01:31:00,3,148,115,1,31,3.023,3906.8999999999996,0.0010852499999999998
2024-05-03 01:32:00,5,140,72,1,32,1.94,3582.0,0.000995
2024-05-03 01:33:00,1,193,51,1,33,1.4680000000000002,3440.4,0.0009556666666666667
2024-05-03 01:34:00,3,211,113,1,34,3.036,3910.7999999999997,0.0010863333333333332
2024-05-03 01:35:00,5,214,57,1,35,1.639,3491.7,0.0009699166666666667
2024-05-03 01:36:00,4,133,82,1,36,2.1830000000000003,3654.9,0.00101525
2024-05-03 01:37:00,3,166,74,1,37,2.016,3604.8,0.0010013333333333335
2024-05-03 01:38:00,4,104,51,1,38,1.3790000000000002,3413.7000000000003,0.0009482500000000001
2024-05-03 01:39:00,5,198,96,1,39,2.5980000000000003,3779.4,0.0010498333333333334
2024-05-03 01:40:00,1,110,95,1,40,2.485,3745.5,0.0010404166666666667
2024-05-03 01:41:00,4,121,78,1,41,2.071,3621.3,0.0010059166666666667
2024-05-03 01:42:00,6,146,93,1,42,2.471,3741.2999999999997,0.00103925
2024-05-03 01:43:00,3,233,99,1,43,2.708,3812.4,0.001059
2024-05-03 01:44:00,4,194,52,1,44,1.494,3448.2000000000003,0.0009578333333333334
2024-05-03 01:45:00,2,122,103,1,45,2.697,3809.0999999999995,0.0010580833333333332
2024-05-03 01:46:00,5,159,98,1,46,2.609,3782.7,0.00105075
2024-05-03 01:47:00,3,219,88,1,47,2.419,3725.7000000000003,0.0010349166666666668
2024-05-03 01:48:00,3,175,90,1,48,2.425,3727.5,0.0010354166666666667
2024-05-03 01:49:00,6,181,105,1,49,2.806,3841.8,0.0010671666666666668
2024-05-03 01:50:00,2,217,90,1,50,2.467,3740.1000000000004,0.0010389166666666667
2024-05-03 01:51:00,2,148,69,1,51,1.873,3561.8999999999996,0.0009894166666666667
2024-05-03 01:52:00,3,171,70,1,52,1.921,3576.2999999999997,0.0009934166666666665
2024-05-03 01:53:00,5,167,99,1,53,2.642,3792.5999999999995,0.0010534999999999997
2024-05-03 01:54:00,5,142,56,1,54,1.5420000000000003,3462.6000000000004,0.0009618333333333334
2024-05-03 01:55:00,4,132,74,1,55,1.9820000000000002,3594.6000000000004,0.0009985
2024-05-03 01:56:00,4,128,102,1,56,2.6780000000000004,3803.4000000000005,0.0010565000000000001
2024-05-03 01:57:00,3,219,53,1,57,1.5440000000000003,3463.2000000000003,0.0009620000000000001
2024-05-03 01:58:00,2,130,113,1,58,2.955,3886.5,0.0010795833333333334
2024-05-03 01:59:00,2,146,70,1,59,1.896,3568.7999999999997,0.0009913333333333332
2024-05-03 02:00:00,4,126,96,2,0,2.5260000000000002,3757.8,0.0010438333333333335
2024-05-03 02:01:00,2,208,91,2,1,2.483,3744.9000000000005,0.0010402500000000002
2024-05-03 02:02:00,6,236,55,2,2,1.611,3483.3,0.0009675833333333334
2024-05-03 02:03:00,3,164,103,2,3,2.7390000000000003,3821.7000000000003,0.0010615833333333334
2024-05-03 02:04:00,5,107,79,2,4,2.0820000000000003,3624.6000000000004,0.0010068333333333335
2024-05-03 02:05:00,4,227,99,2,5,2.702,3810.6,0.0010585
2024-05-03 02:06:00,3,126,59,2,6,1.601,3480.2999999999997,0.0009667499999999999
2024-05-03 02:07:00,6,203,55,2,7,1.578,3473.4,0.0009648333333333334
2024-05-03 02:08:00,4,132,99,2,8,2.607,3782.1000000000004,0.0010505833333333335
2024-05-03 02:09:00,3,227,125,2,9,3.352,4005.6000000000004,0.0011126666666666668
2024-05-03 02:10:00,3,148,108,2,10,2.8480000000000003,3854.4,0.0010706666666666666
2024-05-03 02:11:00,5,170,99,2,11,2.645,3793.5,0.00105375
2024-05-03 02:12:00,2,143,66,2,12,1.7930000000000001,3537.9,0.0009827500000000001
2024-05-03 02:13:00,2,110,71,2,13,1.8850000000000002,3565.5,0.0009904166666666666
2024-05-03 02:14:00,3,220,70,2,14,1.97,3591.0,0.0009975
2024-05-03 02:15:00,3,238,117,2,15,3.1630000000000003,3948.9000000000005,0.0010969166666666668
2024-05-03 02:16:00,2,124,128,2,16,3.3240000000000003,3997.2000000000003,0.0011103333333333334
2024-05-03 02:17:00,5,235,112,2,17,3.035,3910.5,0.00108625
2024-05-03 02:18:00,4,237,64,2,18,1.8370000000000002,3551.0999999999995,0.0009864166666666665
2024-05-03 02:19:00,4,198,82,2,19,2.248,3674.4,0.0010206666666666667
2024-05-03 02:20:00,5,223,86,2,20,2.3729999999999998,3711.8999999999996,0.0010310833333333333
2024-05-03 02:21:00,2,226,82,2,21,2.2760000000000002,3682.8,0.001023
2024-05-03 02:22:00,6,105,111,2,22,2.8800000000000003,3864.0,0.0010733333333333333
2024-05-03 02:23:00,3,143,85,2,23,2.268,3680.3999999999996,0.0010223333333333332
2024-05-03 02:24:00,4,229,57,2,24,1.6540000000000001,3496.2,0.0009711666666666666
2024-05-03 02:25:00,4,167,101,2,25,2.692,3807.6000000000004,0.0010576666666666668
2024-05-03 02:26:00,6,180,57,2,26,1.605,3481.5,0.0009670833333333334
2024-05-03 02:27:00,4,235,59,2,27,1.7100000000000002,3513.0,0.0009758333333333333
2024-05-03 02:28:00,3,182,54,2,28,1.532,3459.6000000000004,0.000961
2024-05-03 02:29:00,5,154,106,2,29,2.8040000000000003,3841.2,0.001067
2024-05-03 02:30:00,3,212,115,2,30,3.087,3926.0999999999995,0.0010905833333333332
2024-05-03 02:31:00,3,104,98,2,31,2.5540000000000003,3766.2,0.0010461666666666666
2024-05-03 02:32:00,6,246,75,2,32,2.121,3636.2999999999997,0.0010100833333333333
2024-05-03 02:33:00,2,152,123,2,33,3.2270000000000003,3968.0999999999995,0.00110225
2024-05-03 02:34:00,3,201,106,2,34,2.8510000000000004,3855.3,0.0010709166666666666
2024-05-03 02:35:00,7,247,128,2,35,3.447,4034.0999999999995,0.0011205833333333332
2024-05-03 02:36:00,5,169,122,2,36,3.2190000000000003,3965.7,0.0011015833333333333
2024-05-03 02:37:00,4,242,118,2,37,3.192,3957.6000000000004,0.0010993333333333335
2024-05-03 02:38:00,6,249,96,2,38,2.6490000000000005,3794.7000000000003,0.0010540833333333333
2024-05-03 02:39:00,5,212,72,2,39,2.012,3603.6000000000004,0.0010010000000000002
2024-05-03 02:40:00,3,224,58,2,40,1.6740000000000002,3502.2000000000003,0.0009728333333333334
2024-05-03 02:41:00,6,119,61,2,41,1.6440000000000001,3493.2000000000003,0.0009703333333333334
2024-05-03 02:42:00,4,151,98,2,42,2.601,3780.2999999999997,0.0010500833333333332
